City,Year,Series,Permits,provisional
Unincorporated Cobb County,1982,Single-family,3347,False
Unincorporated Cobb County,1983,Multi-family,2206,False
Unincorporated Cobb County,1983,Single-family,5721,False
Unincorporated Cobb County,1984,Multi-family,2468,False
Unincorporated Cobb County,1984,Single-family,6359,False
Unincorporated Cobb County,1985,Multi-family,2209,False
Unincorporated Cobb County,1985,Single-family,5969,False
Unincorporated Cobb County,1986,Multi-family,1522,False
Unincorporated Cobb County,1986,Single-family,6124,False
Unincorporated Cobb County,1987,Multi-family,2149,False
Unincorporated Cobb County,1987,Single-family,4957,False
Unincorporated Cobb County,1988,Multi-family,1106,False
Unincorporated Cobb County,1988,Single-family,3864,False
Unincorporated Cobb County,1989,Multi-family,1257,False
Unincorporated Cobb County,1989,Single-family,2562,False
Unincorporated Cobb County,1990,Multi-family,0,False
Unincorporated Cobb County,1990,Single-family,1996,False
Unincorporated Cobb County,1991,Multi-family,100,False
Unincorporated Cobb County,1991,Single-family,2357,False
Unincorporated Cobb County,1992,Multi-family,2,False
Unincorporated Cobb County,1992,Single-family,3064,False
Unincorporated Cobb County,1993,Multi-family,274,False
Unincorporated Cobb County,1993,Single-family,3717,False
Unincorporated Cobb County,1994,Multi-family,597,False
Unincorporated Cobb County,1994,Single-family,3542,False
Unincorporated Cobb County,1995,Multi-family,3060,False
Unincorporated Cobb County,1995,Single-family,3531,False
Unincorporated Cobb County,1996,Multi-family,953,False
Unincorporated Cobb County,1996,Single-family,3619,False
Unincorporated Cobb County,1997,Multi-family,1310,False
Unincorporated Cobb County,1997,Single-family,3646,False
Unincorporated Cobb County,1998,Multi-family,978,False
Unincorporated Cobb County,1998,Single-family,4358,False
Unincorporated Cobb County,1999,Multi-family,849,False
Unincorporated Cobb County,1999,Single-family,4375,False
Unincorporated Cobb County,2000,Multi-family,764,False
Unincorporated Cobb County,2000,Single-family,3418,False
Unincorporated Cobb County,2001,Multi-family,780,False
Unincorporated Cobb County,2001,Single-family,2774,False
Unincorporated Cobb County,2002,Multi-family,681,False
Unincorporated Cobb County,2002,Single-family,3100,False
Unincorporated Cobb County,2003,Multi-family,418,False
Unincorporated Cobb County,2003,Single-family,3366,False
Unincorporated Cobb County,2004,Multi-family,596,False
Unincorporated Cobb County,2004,Single-family,3844,False
Unincorporated Cobb County,2005,Multi-family,811,False
Unincorporated Cobb County,2005,Single-family,3795,False
Unincorporated Cobb County,2006,Multi-family,991,False
Unincorporated Cobb County,2006,Single-family,2084,False
Unincorporated Cobb County,2007,Multi-family,973,False
Unincorporated Cobb County,2007,Single-family,1278,False
Unincorporated Cobb County,2008,Multi-family,269,False
Unincorporated Cobb County,2008,Single-family,510,False
Unincorporated Cobb County,2009,Multi-family,135,False
Unincorporated Cobb County,2009,Single-family,296,False
Unincorporated Cobb County,2010,Multi-family,208,False
Unincorporated Cobb County,2010,Single-family,493,False
Unincorporated Cobb County,2011,Multi-family,644,False
Unincorporated Cobb County,2011,Single-family,597,False
Unincorporated Cobb County,2012,Multi-family,833,False
Unincorporated Cobb County,2012,Single-family,807,False
Unincorporated Cobb County,2013,Multi-family,794,False
Unincorporated Cobb County,2013,Single-family,1122,False
Unincorporated Cobb County,2014,Multi-family,1175,False
Unincorporated Cobb County,2014,Single-family,919,False
Unincorporated Cobb County,2015,Multi-family,632,False
Unincorporated Cobb County,2015,Single-family,978,False
Unincorporated Cobb County,2016,Multi-family,2101,False
Unincorporated Cobb County,2016,Single-family,1023,False
Unincorporated Cobb County,2017,Multi-family,1065,False
Unincorporated Cobb County,2017,Single-family,975,False
Unincorporated Cobb County,2018,Multi-family,1067,False
Unincorporated Cobb County,2018,Single-family,938,False
Unincorporated Cobb County,2019,Multi-family,1697,False
Unincorporated Cobb County,2019,Single-family,942,False
Unincorporated Cobb County,2020,Multi-family,649,False
Unincorporated Cobb County,2020,Single-family,932,False
Unincorporated Cobb County,2021,Multi-family,1284,False
Unincorporated Cobb County,2021,Single-family,883,False
Unincorporated Cobb County,2022,Multi-family,616,False
Unincorporated Cobb County,2022,Single-family,637,False
Unincorporated Cobb County,2023,Multi-family,644,False
Unincorporated Cobb County,2023,Single-family,578,False
Unincorporated Cobb County,2024,Multi-family,145,False
Unincorporated Cobb County,2024,Single-family,558,False
Unincorporated Cobb County,2025,Multi-family,51,True
Unincorporated Cobb County,2025,Single-family,392,True
Unincorporated Cobb County,2026,Multi-family,0,True
Unincorporated Cobb County,2026,Single-family,33,True
Unincorporated DeKalb County,1980,Multi-family,959,False
Unincorporated DeKalb County,1980,Single-family,1698,False
Unincorporated DeKalb County,1981,Multi-family,416,False
Unincorporated DeKalb County,1981,Single-family,1517,False
Unincorporated DeKalb County,1982,Multi-family,822,False
Unincorporated DeKalb County,1982,Single-family,2298,False
Unincorporated DeKalb County,1983,Multi-family,3865,False
Unincorporated DeKalb County,1983,Single-family,3789,False
Unincorporated DeKalb County,1984,Multi-family,2530,False
Unincorporated DeKalb County,1984,Single-family,3662,False
Unincorporated DeKalb County,1985,Multi-family,2972,False
Unincorporated DeKalb County,1985,Single-family,4057,False
Unincorporated DeKalb County,1986,Multi-family,2613,False
Unincorporated DeKalb County,1986,Single-family,4220,False
Unincorporated DeKalb County,1987,Multi-family,3008,False
Unincorporated DeKalb County,1987,Single-family,2982,False
Unincorporated DeKalb County,1988,Multi-family,4966,False
Unincorporated DeKalb County,1988,Single-family,3451,False
Unincorporated DeKalb County,1989,Multi-family,2574,False
Unincorporated DeKalb County,1989,Single-family,2391,False
Unincorporated DeKalb County,1990,Multi-family,1282,False
Unincorporated DeKalb County,1990,Single-family,2337,False
Unincorporated DeKalb County,1991,Multi-family,567,False
Unincorporated DeKalb County,1991,Single-family,1694,False
Unincorporated DeKalb County,1992,Multi-family,165,False
Unincorporated DeKalb County,1992,Single-family,2184,False
Unincorporated DeKalb County,1993,Multi-family,444,False
Unincorporated DeKalb County,1993,Single-family,2024,False
Unincorporated DeKalb County,1994,Multi-family,1356,False
Unincorporated DeKalb County,1994,Single-family,1962,False
Unincorporated DeKalb County,1995,Multi-family,896,False
Unincorporated DeKalb County,1995,Single-family,1803,False
Unincorporated DeKalb County,1996,Multi-family,1372,False
Unincorporated DeKalb County,1996,Single-family,2340,False
Unincorporated DeKalb County,1997,Multi-family,2065,False
Unincorporated DeKalb County,1997,Single-family,2628,False
Unincorporated DeKalb County,1998,Multi-family,1295,False
Unincorporated DeKalb County,1998,Single-family,3821,False
Unincorporated DeKalb County,1999,Multi-family,1849,False
Unincorporated DeKalb County,1999,Single-family,4306,False
Unincorporated DeKalb County,2000,Multi-family,1749,False
Unincorporated DeKalb County,2000,Single-family,4198,False
Unincorporated DeKalb County,2001,Multi-family,2673,False
Unincorporated DeKalb County,2001,Single-family,4595,False
Unincorporated DeKalb County,2002,Multi-family,3103,False
Unincorporated DeKalb County,2002,Single-family,4097,False
Unincorporated DeKalb County,2003,Multi-family,912,False
Unincorporated DeKalb County,2003,Single-family,3884,False
Unincorporated DeKalb County,2004,Multi-family,2716,False
Unincorporated DeKalb County,2004,Single-family,3676,False
Unincorporated DeKalb County,2005,Multi-family,2602,False
Unincorporated DeKalb County,2005,Single-family,3296,False
Unincorporated DeKalb County,2006,Multi-family,1411,False
Unincorporated DeKalb County,2006,Single-family,2765,False
Unincorporated DeKalb County,2007,Multi-family,2721,False
Unincorporated DeKalb County,2007,Single-family,1912,False
Unincorporated DeKalb County,2008,Multi-family,3033,False
Unincorporated DeKalb County,2008,Single-family,728,False
Unincorporated DeKalb County,2009,Multi-family,18,False
Unincorporated DeKalb County,2009,Single-family,262,False
Unincorporated DeKalb County,2010,Multi-family,78,False
Unincorporated DeKalb County,2010,Single-family,320,False
Unincorporated DeKalb County,2011,Multi-family,280,False
Unincorporated DeKalb County,2011,Single-family,261,False
Unincorporated DeKalb County,2012,Multi-family,465,False
Unincorporated DeKalb County,2012,Single-family,130,False
Unincorporated DeKalb County,2013,Multi-family,876,False
Unincorporated DeKalb County,2013,Single-family,223,False
Unincorporated DeKalb County,2014,Multi-family,368,False
Unincorporated DeKalb County,2014,Single-family,276,False
Unincorporated DeKalb County,2015,Multi-family,902,False
Unincorporated DeKalb County,2015,Single-family,610,False
Unincorporated DeKalb County,2016,Multi-family,315,False
Unincorporated DeKalb County,2016,Single-family,904,False
Unincorporated DeKalb County,2017,Multi-family,640,False
Unincorporated DeKalb County,2017,Single-family,1100,False
Unincorporated DeKalb County,2018,Multi-family,1262,False
Unincorporated DeKalb County,2018,Single-family,728,False
Unincorporated DeKalb County,2019,Multi-family,0,False
Unincorporated DeKalb County,2019,Single-family,1031,False
Unincorporated DeKalb County,2020,Multi-family,0,False
Unincorporated DeKalb County,2020,Single-family,520,False
Unincorporated DeKalb County,2021,Multi-family,10,False
Unincorporated DeKalb County,2021,Single-family,826,False
Unincorporated DeKalb County,2022,Multi-family,65,False
Unincorporated DeKalb County,2022,Single-family,648,False
Unincorporated DeKalb County,2023,Multi-family,145,False
Unincorporated DeKalb County,2023,Single-family,378,False
Unincorporated DeKalb County,2024,Multi-family,15,False
Unincorporated DeKalb County,2024,Single-family,557,False
Unincorporated DeKalb County,2025,Multi-family,88,True
Unincorporated DeKalb County,2025,Single-family,390,True
Unincorporated DeKalb County,2026,Multi-family,0,True
Unincorporated DeKalb County,2026,Single-family,56,True
Unincorporated Douglas County,1980,Multi-family,4,False
Unincorporated Douglas County,1980,Single-family,379,False
Unincorporated Douglas County,1981,Multi-family,2,False
Unincorporated Douglas County,1981,Single-family,225,False
Unincorporated Douglas County,1982,Multi-family,2,False
Unincorporated Douglas County,1982,Single-family,308,False
Unincorporated Douglas County,1983,Multi-family,4,False
Unincorporated Douglas County,1983,Single-family,671,False
Unincorporated Douglas County,1984,Multi-family,52,False
Unincorporated Douglas County,1984,Single-family,509,False
Unincorporated Douglas County,1985,Multi-family,283,False
Unincorporated Douglas County,1985,Single-family,725,False
Unincorporated Douglas County,1986,Multi-family,215,False
Unincorporated Douglas County,1986,Single-family,819,False
Unincorporated Douglas County,1987,Multi-family,340,False
Unincorporated Douglas County,1987,Single-family,778,False
Unincorporated Douglas County,1988,Multi-family,630,False
Unincorporated Douglas County,1988,Single-family,729,False
Unincorporated Douglas County,1989,Multi-family,1054,False
Unincorporated Douglas County,1989,Single-family,454,False
Unincorporated Douglas County,1990,Multi-family,4,False
Unincorporated Douglas County,1990,Single-family,412,False
Unincorporated Douglas County,1991,Multi-family,367,False
Unincorporated Douglas County,1991,Single-family,432,False
Unincorporated Douglas County,1992,Multi-family,0,False
Unincorporated Douglas County,1992,Single-family,472,False
Unincorporated Douglas County,1993,Multi-family,0,False
Unincorporated Douglas County,1993,Single-family,571,False
Unincorporated Douglas County,1994,Multi-family,0,False
Unincorporated Douglas County,1994,Single-family,502,False
Unincorporated Douglas County,1995,Multi-family,0,False
Unincorporated Douglas County,1995,Single-family,508,False
Unincorporated Douglas County,1996,Multi-family,370,False
Unincorporated Douglas County,1996,Single-family,562,False
Unincorporated Douglas County,1997,Multi-family,0,False
Unincorporated Douglas County,1997,Single-family,583,False
Unincorporated Douglas County,1998,Multi-family,0,False
Unincorporated Douglas County,1998,Single-family,561,False
Unincorporated Douglas County,1999,Multi-family,0,False
Unincorporated Douglas County,1999,Single-family,660,False
Unincorporated Douglas County,2000,Multi-family,0,False
Unincorporated Douglas County,2000,Single-family,669,False
Unincorporated Douglas County,2001,Multi-family,0,False
Unincorporated Douglas County,2001,Single-family,859,False
Unincorporated Douglas County,2002,Multi-family,6,False
Unincorporated Douglas County,2002,Single-family,1127,False
Unincorporated Douglas County,2003,Multi-family,14,False
Unincorporated Douglas County,2003,Single-family,1664,False
Unincorporated Douglas County,2004,Multi-family,0,False
Unincorporated Douglas County,2004,Single-family,1480,False
Unincorporated Douglas County,2005,Multi-family,0,False
Unincorporated Douglas County,2005,Single-family,1529,False
Unincorporated Douglas County,2006,Multi-family,0,False
Unincorporated Douglas County,2006,Single-family,1349,False
Unincorporated Douglas County,2007,Multi-family,4,False
Unincorporated Douglas County,2007,Single-family,650,False
Unincorporated Douglas County,2008,Multi-family,0,False
Unincorporated Douglas County,2008,Single-family,196,False
Unincorporated Douglas County,2009,Multi-family,0,False
Unincorporated Douglas County,2009,Single-family,118,False
Unincorporated Douglas County,2010,Multi-family,0,False
Unincorporated Douglas County,2010,Single-family,58,False
Unincorporated Douglas County,2011,Multi-family,0,False
Unincorporated Douglas County,2011,Single-family,43,False
Unincorporated Douglas County,2012,Multi-family,0,False
Unincorporated Douglas County,2012,Single-family,83,False
Unincorporated Douglas County,2013,Multi-family,0,False
Unincorporated Douglas County,2013,Single-family,126,False
Unincorporated Douglas County,2014,Multi-family,0,False
Unincorporated Douglas County,2014,Single-family,180,False
Unincorporated Douglas County,2015,Multi-family,0,False
Unincorporated Douglas County,2015,Single-family,194,False
Unincorporated Douglas County,2016,Multi-family,0,False
Unincorporated Douglas County,2016,Single-family,228,False
Unincorporated Douglas County,2017,Multi-family,26,False
Unincorporated Douglas County,2017,Single-family,177,False
Unincorporated Douglas County,2018,Multi-family,0,False
Unincorporated Douglas County,2018,Single-family,227,False
Unincorporated Douglas County,2019,Multi-family,0,False
Unincorporated Douglas County,2019,Single-family,229,False
Unincorporated Douglas County,2020,Multi-family,0,False
Unincorporated Douglas County,2020,Single-family,352,False
Unincorporated Douglas County,2021,Multi-family,0,False
Unincorporated Douglas County,2021,Single-family,364,False
Unincorporated Douglas County,2022,Multi-family,0,False
Unincorporated Douglas County,2022,Single-family,208,False
Unincorporated Douglas County,2023,Multi-family,0,False
Unincorporated Douglas County,2023,Single-family,347,False
Unincorporated Douglas County,2024,Multi-family,0,False
Unincorporated Douglas County,2024,Single-family,288,False
Unincorporated Douglas County,2025,Multi-family,211,True
Unincorporated Douglas County,2025,Single-family,228,True
Unincorporated Douglas County,2026,Multi-family,0,True
Unincorporated Douglas County,2026,Single-family,11,True
Unincorporated Fayette County,1980,Multi-family,0,False
Unincorporated Fayette County,1980,Single-family,411,False
Unincorporated Fayette County,1981,Multi-family,0,False
Unincorporated Fayette County,1981,Single-family,260,False
Unincorporated Fayette County,1982,Multi-family,0,False
Unincorporated Fayette County,1982,Single-family,277,False
Unincorporated Fayette County,1983,Multi-family,0,False
Unincorporated Fayette County,1983,Single-family,630,False
Unincorporated Fayette County,1984,Multi-family,0,False
Unincorporated Fayette County,1984,Single-family,722,False
Unincorporated Fayette County,1985,Multi-family,0,False
Unincorporated Fayette County,1985,Single-family,692,False
Unincorporated Fayette County,1986,Multi-family,0,False
Unincorporated Fayette County,1986,Single-family,802,False
Unincorporated Fayette County,1987,Multi-family,0,False
Unincorporated Fayette County,1987,Single-family,907,False
Unincorporated Fayette County,1988,Multi-family,0,False
Unincorporated Fayette County,1988,Single-family,585,False
Unincorporated Fayette County,1989,Multi-family,0,False
Unincorporated Fayette County,1989,Single-family,339,False
Unincorporated Fayette County,1990,Multi-family,0,False
Unincorporated Fayette County,1990,Single-family,238,False
Unincorporated Fayette County,1991,Multi-family,0,False
Unincorporated Fayette County,1991,Single-family,227,False
Unincorporated Fayette County,1992,Multi-family,0,False
Unincorporated Fayette County,1992,Single-family,265,False
Unincorporated Fayette County,1993,Multi-family,0,False
Unincorporated Fayette County,1993,Single-family,361,False
Unincorporated Fayette County,1994,Multi-family,0,False
Unincorporated Fayette County,1994,Single-family,434,False
Unincorporated Fayette County,1995,Multi-family,0,False
Unincorporated Fayette County,1995,Single-family,421,False
Unincorporated Fayette County,1996,Multi-family,0,False
Unincorporated Fayette County,1996,Single-family,563,False
Unincorporated Fayette County,1997,Multi-family,0,False
Unincorporated Fayette County,1997,Single-family,540,False
Unincorporated Fayette County,1998,Multi-family,0,False
Unincorporated Fayette County,1998,Single-family,580,False
Unincorporated Fayette County,1999,Multi-family,0,False
Unincorporated Fayette County,1999,Single-family,532,False
Unincorporated Fayette County,2000,Multi-family,0,False
Unincorporated Fayette County,2000,Single-family,404,False
Unincorporated Fayette County,2001,Multi-family,0,False
Unincorporated Fayette County,2001,Single-family,306,False
Unincorporated Fayette County,2002,Multi-family,0,False
Unincorporated Fayette County,2002,Single-family,341,False
Unincorporated Fayette County,2003,Multi-family,0,False
Unincorporated Fayette County,2003,Single-family,285,False
Unincorporated Fayette County,2004,Multi-family,0,False
Unincorporated Fayette County,2004,Single-family,333,False
Unincorporated Fayette County,2005,Multi-family,0,False
Unincorporated Fayette County,2005,Single-family,321,False
Unincorporated Fayette County,2006,Multi-family,0,False
Unincorporated Fayette County,2006,Single-family,253,False
Unincorporated Fayette County,2007,Multi-family,0,False
Unincorporated Fayette County,2007,Single-family,162,False
Unincorporated Fayette County,2008,Multi-family,0,False
Unincorporated Fayette County,2008,Single-family,60,False
Unincorporated Fayette County,2009,Multi-family,0,False
Unincorporated Fayette County,2009,Single-family,28,False
Unincorporated Fayette County,2010,Multi-family,0,False
Unincorporated Fayette County,2010,Single-family,47,False
Unincorporated Fayette County,2011,Multi-family,0,False
Unincorporated Fayette County,2011,Single-family,41,False
Unincorporated Fayette County,2012,Multi-family,0,False
Unincorporated Fayette County,2012,Single-family,112,False
Unincorporated Fayette County,2013,Multi-family,0,False
Unincorporated Fayette County,2013,Single-family,198,False
Unincorporated Fayette County,2014,Multi-family,0,False
Unincorporated Fayette County,2014,Single-family,185,False
Unincorporated Fayette County,2015,Multi-family,0,False
Unincorporated Fayette County,2015,Single-family,244,False
Unincorporated Fayette County,2016,Multi-family,0,False
Unincorporated Fayette County,2016,Single-family,187,False
Unincorporated Fayette County,2017,Multi-family,0,False
Unincorporated Fayette County,2017,Single-family,198,False
Unincorporated Fayette County,2018,Multi-family,0,False
Unincorporated Fayette County,2018,Single-family,165,False
Unincorporated Fayette County,2019,Multi-family,0,False
Unincorporated Fayette County,2019,Single-family,106,False
Unincorporated Fayette County,2020,Multi-family,0,False
Unincorporated Fayette County,2020,Single-family,128,False
Unincorporated Fayette County,2021,Multi-family,0,False
Unincorporated Fayette County,2021,Single-family,187,False
Unincorporated Fayette County,2022,Multi-family,0,False
Unincorporated Fayette County,2022,Single-family,118,False
Unincorporated Fayette County,2023,Multi-family,0,False
Unincorporated Fayette County,2023,Single-family,137,False
Unincorporated Fayette County,2024,Multi-family,0,False
Unincorporated Fayette County,2024,Single-family,90,False
Unincorporated Fayette County,2025,Multi-family,0,True
Unincorporated Fayette County,2025,Single-family,195,True
Unincorporated Fayette County,2026,Multi-family,0,True
Unincorporated Fayette County,2026,Single-family,10,True
Unincorporated Forsyth County,1980,Multi-family,24,False
Unincorporated Forsyth County,1980,Single-family,316,False
Unincorporated Forsyth County,1981,Multi-family,14,False
Unincorporated Forsyth County,1981,Single-family,300,False
Unincorporated Forsyth County,1982,Multi-family,32,False
Unincorporated Forsyth County,1982,Single-family,277,False
Unincorporated Forsyth County,1983,Multi-family,14,False
Unincorporated Forsyth County,1983,Single-family,463,False
Unincorporated Forsyth County,1984,Multi-family,58,False
Unincorporated Forsyth County,1984,Single-family,609,False
Unincorporated Forsyth County,1985,Multi-family,90,False
Unincorporated Forsyth County,1985,Single-family,718,False
Unincorporated Forsyth County,1986,Multi-family,120,False
Unincorporated Forsyth County,1986,Single-family,782,False
Unincorporated Forsyth County,1987,Multi-family,16,False
Unincorporated Forsyth County,1987,Single-family,735,False
Unincorporated Forsyth County,1988,Multi-family,4,False
Unincorporated Forsyth County,1988,Single-family,816,False
Unincorporated Forsyth County,1989,Multi-family,22,False
Unincorporated Forsyth County,1989,Single-family,748,False
Unincorporated Forsyth County,1990,Multi-family,0,False
Unincorporated Forsyth County,1990,Single-family,678,False
Unincorporated Forsyth County,1991,Multi-family,0,False
Unincorporated Forsyth County,1991,Single-family,647,False
Unincorporated Forsyth County,1992,Multi-family,0,False
Unincorporated Forsyth County,1992,Single-family,1065,False
Unincorporated Forsyth County,1993,Multi-family,0,False
Unincorporated Forsyth County,1993,Single-family,1844,False
Unincorporated Forsyth County,1994,Multi-family,0,False
Unincorporated Forsyth County,1994,Single-family,2107,False
Unincorporated Forsyth County,1995,Multi-family,0,False
Unincorporated Forsyth County,1995,Single-family,2803,False
Unincorporated Forsyth County,1996,Multi-family,15,False
Unincorporated Forsyth County,1996,Single-family,2952,False
Unincorporated Forsyth County,1997,Multi-family,10,False
Unincorporated Forsyth County,1997,Single-family,2839,False
Unincorporated Forsyth County,1998,Multi-family,12,False
Unincorporated Forsyth County,1998,Single-family,2753,False
Unincorporated Forsyth County,1999,Multi-family,72,False
Unincorporated Forsyth County,1999,Single-family,2857,False
Unincorporated Forsyth County,2000,Multi-family,208,False
Unincorporated Forsyth County,2000,Single-family,3181,False
Unincorporated Forsyth County,2001,Multi-family,0,False
Unincorporated Forsyth County,2001,Single-family,2539,False
Unincorporated Forsyth County,2002,Multi-family,0,False
Unincorporated Forsyth County,2002,Single-family,2448,False
Unincorporated Forsyth County,2003,Multi-family,0,False
Unincorporated Forsyth County,2003,Single-family,3015,False
Unincorporated Forsyth County,2004,Multi-family,22,False
Unincorporated Forsyth County,2004,Single-family,2930,False
Unincorporated Forsyth County,2005,Multi-family,0,False
Unincorporated Forsyth County,2005,Single-family,4139,False
Unincorporated Forsyth County,2006,Multi-family,579,False
Unincorporated Forsyth County,2006,Single-family,4165,False
Unincorporated Forsyth County,2007,Multi-family,0,False
Unincorporated Forsyth County,2007,Single-family,2874,False
Unincorporated Forsyth County,2008,Multi-family,219,False
Unincorporated Forsyth County,2008,Single-family,1259,False
Unincorporated Forsyth County,2009,Multi-family,0,False
Unincorporated Forsyth County,2009,Single-family,825,False
Unincorporated Forsyth County,2010,Multi-family,0,False
Unincorporated Forsyth County,2010,Single-family,1125,False
Unincorporated Forsyth County,2011,Multi-family,0,False
Unincorporated Forsyth County,2011,Single-family,1174,False
Unincorporated Forsyth County,2012,Multi-family,411,False
Unincorporated Forsyth County,2012,Single-family,1862,False
Unincorporated Forsyth County,2013,Multi-family,215,False
Unincorporated Forsyth County,2013,Single-family,2560,False
Unincorporated Forsyth County,2014,Multi-family,618,False
Unincorporated Forsyth County,2014,Single-family,2521,False
Unincorporated Forsyth County,2015,Multi-family,518,False
Unincorporated Forsyth County,2015,Single-family,2812,False
Unincorporated Forsyth County,2016,Multi-family,774,False
Unincorporated Forsyth County,2016,Single-family,2662,False
Unincorporated Forsyth County,2017,Multi-family,434,False
Unincorporated Forsyth County,2017,Single-family,2515,False
Unincorporated Forsyth County,2018,Multi-family,1261,False
Unincorporated Forsyth County,2018,Single-family,2324,False
Unincorporated Forsyth County,2019,Multi-family,0,False
Unincorporated Forsyth County,2019,Single-family,1809,False
Unincorporated Forsyth County,2020,Multi-family,0,False
Unincorporated Forsyth County,2020,Single-family,2387,False
Unincorporated Forsyth County,2021,Multi-family,54,False
Unincorporated Forsyth County,2021,Single-family,2270,False
Unincorporated Forsyth County,2022,Multi-family,504,False
Unincorporated Forsyth County,2022,Single-family,1324,False
Unincorporated Forsyth County,2023,Multi-family,156,False
Unincorporated Forsyth County,2023,Single-family,1013,False
Unincorporated Forsyth County,2024,Multi-family,51,False
Unincorporated Forsyth County,2024,Single-family,1409,False
Unincorporated Forsyth County,2025,Multi-family,300,True
Unincorporated Forsyth County,2025,Single-family,1261,True
Unincorporated Forsyth County,2026,Multi-family,0,True
Unincorporated Forsyth County,2026,Single-family,64,True
Unincorporated Fulton County,1980,Multi-family,354,False
Unincorporated Fulton County,1980,Single-family,1021,False
Unincorporated Fulton County,1981,Multi-family,1422,False
Unincorporated Fulton County,1981,Single-family,896,False
Unincorporated Fulton County,1982,Multi-family,861,False
Unincorporated Fulton County,1982,Single-family,1199,False
Unincorporated Fulton County,1983,Multi-family,928,False
Unincorporated Fulton County,1983,Single-family,2519,False
Unincorporated Fulton County,1984,Multi-family,1793,False
Unincorporated Fulton County,1984,Single-family,2792,False
Unincorporated Fulton County,1985,Multi-family,2310,False
Unincorporated Fulton County,1985,Single-family,2639,False
Unincorporated Fulton County,1986,Multi-family,1428,False
Unincorporated Fulton County,1986,Single-family,2733,False
Unincorporated Fulton County,1987,Multi-family,1018,False
Unincorporated Fulton County,1987,Single-family,3045,False
Unincorporated Fulton County,1988,Multi-family,845,False
Unincorporated Fulton County,1988,Single-family,2696,False
Unincorporated Fulton County,1989,Multi-family,1581,False
Unincorporated Fulton County,1989,Single-family,2347,False
Unincorporated Fulton County,1990,Multi-family,778,False
Unincorporated Fulton County,1990,Single-family,2183,False
Unincorporated Fulton County,1991,Multi-family,0,False
Unincorporated Fulton County,1991,Single-family,2611,False
Unincorporated Fulton County,1992,Multi-family,6,False
Unincorporated Fulton County,1992,Single-family,2629,False
Unincorporated Fulton County,1993,Multi-family,258,False
Unincorporated Fulton County,1993,Single-family,2883,False
Unincorporated Fulton County,1994,Multi-family,1906,False
Unincorporated Fulton County,1994,Single-family,2682,False
Unincorporated Fulton County,1995,Multi-family,2759,False
Unincorporated Fulton County,1995,Single-family,2227,False
Unincorporated Fulton County,1996,Multi-family,1321,False
Unincorporated Fulton County,1996,Single-family,2314,False
Unincorporated Fulton County,1997,Multi-family,984,False
Unincorporated Fulton County,1997,Single-family,3143,False
Unincorporated Fulton County,1998,Multi-family,934,False
Unincorporated Fulton County,1998,Single-family,3431,False
Unincorporated Fulton County,1999,Multi-family,652,False
Unincorporated Fulton County,1999,Single-family,3215,False
Unincorporated Fulton County,2000,Multi-family,849,False
Unincorporated Fulton County,2000,Single-family,1873,False
Unincorporated Fulton County,2001,Multi-family,190,False
Unincorporated Fulton County,2001,Single-family,2037,False
Unincorporated Fulton County,2002,Multi-family,446,False
Unincorporated Fulton County,2002,Single-family,1952,False
Unincorporated Fulton County,2003,Multi-family,324,False
Unincorporated Fulton County,2003,Single-family,3404,False
Unincorporated Fulton County,2004,Multi-family,243,False
Unincorporated Fulton County,2004,Single-family,5141,False
Unincorporated Fulton County,2005,Multi-family,107,False
Unincorporated Fulton County,2005,Single-family,5679,False
Unincorporated Fulton County,2006,Multi-family,0,False
Unincorporated Fulton County,2006,Single-family,5854,False
Unincorporated Fulton County,2007,Multi-family,240,False
Unincorporated Fulton County,2007,Single-family,1884,False
Unincorporated Fulton County,2008,Multi-family,315,False
Unincorporated Fulton County,2008,Single-family,942,False
Unincorporated Fulton County,2009,Multi-family,0,False
Unincorporated Fulton County,2009,Single-family,279,False
Unincorporated Fulton County,2010,Multi-family,0,False
Unincorporated Fulton County,2010,Single-family,291,False
Unincorporated Fulton County,2011,Multi-family,0,False
Unincorporated Fulton County,2011,Single-family,180,False
Unincorporated Fulton County,2012,Multi-family,0,False
Unincorporated Fulton County,2012,Single-family,285,False
Unincorporated Fulton County,2013,Multi-family,0,False
Unincorporated Fulton County,2013,Single-family,457,False
Unincorporated Fulton County,2014,Multi-family,0,False
Unincorporated Fulton County,2014,Single-family,513,False
Unincorporated Fulton County,2015,Multi-family,0,False
Unincorporated Fulton County,2015,Single-family,701,False
Unincorporated Fulton County,2016,Multi-family,0,False
Unincorporated Fulton County,2016,Single-family,574,False
Unincorporated Fulton County,2017,Multi-family,0,False
Unincorporated Fulton County,2017,Single-family,763,False
Unincorporated Fulton County,2018,Multi-family,0,False
Unincorporated Fulton County,2018,Single-family,973,False
Unincorporated Fulton County,2019,Multi-family,0,False
Unincorporated Fulton County,2019,Single-family,1079,False
Unincorporated Fulton County,2020,Multi-family,0,False
Unincorporated Fulton County,2020,Single-family,0,False
Unincorporated Fulton County,2021,Multi-family,0,False
Unincorporated Fulton County,2021,Single-family,0,False
Unincorporated Fulton County,2022,Multi-family,0,False
Unincorporated Fulton County,2022,Single-family,0,False
Unincorporated Fulton County,2023,Multi-family,0,False
Unincorporated Fulton County,2023,Single-family,0,False
Unincorporated Gwinnett County,1980,Multi-family,993,False
Unincorporated Gwinnett County,1980,Single-family,3676,False
