county_name,date,month_year,year,Series,Permits
Metro,2023-11-01,Nov 2023,2023,Multi-Family,614.0
Metro,2023-11-01,Nov 2023,2023,Single-Family,1211.0
Metro,2023-12-01,Dec 2023,2023,Multi-Family,422.0
Metro,2023-12-01,Dec 2023,2023,Single-Family,1168.0
Metro,2024-01-01,Jan 2024,2024,Multi-Family,997.0
Metro,2024-01-01,Jan 2024,2024,Single-Family,1311.0
Metro,2024-02-01,Feb 2024,2024,Multi-Family,1332.0
Metro,2024-02-01,Feb 2024,2024,Single-Family,1348.0
Metro,2024-03-01,Mar 2024,2024,Multi-Family,1584.0
Metro,2024-03-01,Mar 2024,2024,Single-Family,1808.0
Metro,2024-04-01,Apr 2024,2024,Multi-Family,1050.0
Metro,2024-04-01,Apr 2024,2024,Single-Family,1529.0
Metro,2024-05-01,May 2024,2024,Multi-Family,1249.0
Metro,2024-05-01,May 2024,2024,Single-Family,1500.0
Metro,2024-06-01,Jun 2024,2024,Multi-Family,418.0
Metro,2024-06-01,Jun 2024,2024,Single-Family,1368.0
Metro,2024-07-01,Jul 2024,2024,Multi-Family,623.0
Metro,2024-07-01,Jul 2024,2024,Single-Family,1454.0
Rockdale,2023-02-01,Feb 2023,2023,Single-Family,15.0
Rockdale,2023-02-01,Feb 2023,2023,Multi-Family,0.0
Rockdale,2023-03-01,Mar 2023,2023,Single-Family,34.0
Rockdale,2023-03-01,Mar 2023,2023,Multi-Family,0.0
Rockdale,2023-04-01,Apr 2023,2023,Single-Family,10.0
Rockdale,2023-04-01,Apr 2023,2023,Multi-Family,0.0
Rockdale,2023-05-01,May 2023,2023,Single-Family,43.0
Rockdale,2023-05-01,May 2023,2023,Multi-Family,0.0
Rockdale,2023-06-01,Jun 2023,2023,Single-Family,84.0
Rockdale,2023-06-01,Jun 2023,2023,Multi-Family,0.0
Rockdale,2023-07-01,Jul 2023,2023,Single-Family,62.0
Rockdale,2023-07-01,Jul 2023,2023,Multi-Family,0.0
Rockdale,2023-08-01,Aug 2023,2023,Single-Family,17.0
Rockdale,2023-08-01,Aug 2023,2023,Multi-Family,0.0
