year_month,date,Level,Name,SF_permits,SF_value,MF_permits,MF_value,2U_permits,2U_value,3-4U_permits,3-4U_value,5+U_permits,5+U_value
202501,Jan 2025,City/Other,Jesup,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Jesup,6,824600,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Jesup,3,482250,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Jesup,3,550000,4,396000,4,396000,0,0,0,0
202505,May 2025,City/Other,Jesup,3,836000,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Jesup,1,350000,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Jesup,3,494000,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Jesup,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Jesup,4,928399,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Jesup,2,506501,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Jesup,3,752000,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Jesup,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Jesup,2,350000,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Jesup,2,453390,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Jesup,2,453390,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Jesup,2,408839,2,198000,2,198000,0,0,0,0
202411,Nov 2024,City/Other,Johns Creek,6,3107767,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Johns Creek,5,3884962,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Johns Creek,1,895115,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Johns Creek,2,3210703,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Johns Creek,1,678960,170,32478927,0,0,0,0,170,32478927
202504,Apr 2025,City/Other,Johns Creek,0,0,270,28163822,0,0,0,0,270,28163822
202505,May 2025,City/Other,Johns Creek,1,679910,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Johns Creek,23,13014190,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Johns Creek,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Johns Creek,1,843150,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Johns Creek,1,1071903,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Johns Creek,12,6645575,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Johns Creek,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Johns Creek,1,959265,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Johns Creek,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Johns Creek,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Johns Creek,1,2032655,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Johns Creek,5,5435522,0,0,0,0,0,0,0,0
202411,Nov 2024,County,Johnson,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,County,Johnson,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,County,Johnson,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,County,Johnson,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,County,Johnson,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,County,Johnson,0,0,0,0,0,0,0,0,0,0
202505,May 2025,County,Johnson,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,County,Johnson,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,County,Johnson,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,County,Johnson,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,County,Johnson,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,County,Johnson,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,County,Johnson,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,County,Johnson,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,County,Johnson,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,County,Johnson,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,County,Johnson,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,County,Johnson,0,0,0,0,0,0,0,0,0,0
202411,Nov 2024,County,Jones,1,525000,0,0,0,0,0,0,0,0
202412,Dec 2024,County,Jones,3,620000,0,0,0,0,0,0,0,0
202501,Jan 2025,County,Jones,3,515000,0,0,0,0,0,0,0,0
202502,Feb 2025,County,Jones,6,1260000,0,0,0,0,0,0,0,0
202503,Mar 2025,County,Jones,9,1418000,0,0,0,0,0,0,0,0
202504,Apr 2025,County,Jones,6,900000,0,0,0,0,0,0,0,0
202505,May 2025,County,Jones,3,497000,0,0,0,0,0,0,0,0
202506,Jun 2025,County,Jones,11,2500000,0,0,0,0,0,0,0,0
202507,Jul 2025,County,Jones,2,650000,0,0,0,0,0,0,0,0
202508,Aug 2025,County,Jones,6,1240000,0,0,0,0,0,0,0,0
202509,Sep 2025,County,Jones,6,1730000,0,0,0,0,0,0,0,0
202510,Oct 2025,County,Jones,1,75000,0,0,0,0,0,0,0,0
202511,Nov 2025,County,Jones,7,1250000,0,0,0,0,0,0,0,0
202512,Dec 2025,County,Jones,8,1898000,0,0,0,0,0,0,0,0
202601,Jan 2026,County,Jones,6,1812000,0,0,0,0,0,0,0,0
202602,Feb 2026,County,Jones,5,1460000,0,0,0,0,0,0,0,0
202603,Mar 2026,County,Jones,7,1517000,0,0,0,0,0,0,0,0
202604,Apr 2026,County,Jones,4,768000,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Jones County,1,525000,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Jones County,3,620000,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Jones County,3,515000,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Jones County,6,1260000,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Jones County,9,1418000,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Jones County,6,900000,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Jones County,3,497000,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Jones County,11,2500000,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Jones County,2,650000,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Jones County,6,1240000,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Jones County,6,1730000,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Jones County,1,75000,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Jones County,7,1250000,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Jones County,8,1898000,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Jones County,6,1812000,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Jones County,5,1460000,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Jones County,7,1517000,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Jones County,4,768000,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Jonesboro,1,225000,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Jonesboro,1,216667,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Jonesboro,1,216667,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Jonesboro,1,216667,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Jonesboro,0,0,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Kennesaw,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Kennesaw,5,1750000,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Kennesaw,5,1580840,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Kennesaw,1,325000,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Kennesaw,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Kennesaw,19,4069920,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Kennesaw,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Kennesaw,5,1028682,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Kennesaw,12,1969920,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Kennesaw,6,1800000,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Kennesaw,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Kennesaw,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Kennesaw,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Kennesaw,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Kennesaw,5,820800,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Kennesaw,14,2289240,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Kennesaw,6,981450,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Kennesaw,0,0,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Kingsland,16,4800000,4,2560000,4,2560000,0,0,0,0
202412,Dec 2024,City/Other,Kingsland,15,3600000,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Kingsland,27,5400000,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Kingsland,33,6600000,2,430000,2,430000,0,0,0,0
202503,Mar 2025,City/Other,Kingsland,27,8640000,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Kingsland,36,3600000,2,420000,2,420000,0,0,0,0
202505,May 2025,City/Other,Kingsland,19,5320000,8,1680000,2,480000,0,0,6,1200000
202506,Jun 2025,City/Other,Kingsland,38,9310000,8,1580000,2,380000,0,0,6,1200000
202507,Jul 2025,City/Other,Kingsland,10,3400000,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Kingsland,8,2560000,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Kingsland,6,1920000,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Kingsland,7,2170000,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Kingsland,5,1500000,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Kingsland,8,2480000,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Kingsland,15,3450000,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Kingsland,2,300000,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Kingsland,34,10200000,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Kingsland,11,3740000,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Kingston,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Kingston,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Kingston,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Kingston,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Kingston,2,517348,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Kingston,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Kingston,2,650000,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Kingston,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Kingston,4,1389800,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Kingston,4,1215600,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Kingston,6,1952400,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Kingston,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Kingston,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Kingston,4,1180200,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Kingston,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Kingston,4,1364600,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Kingston,2,592800,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Kingston,2,612800,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Kite,0,0,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,LaFayette,4,596000,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,LaFayette,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,LaFayette,5,1203204,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,LaFayette,1,205000,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,LaFayette,6,1192761,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,LaFayette,3,412993,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,LaFayette,3,412993,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,LaFayette,3,412993,3,300000,0,0,3,300000,0,0
202507,Jul 2025,City/Other,LaFayette,3,412993,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,LaFayette,3,412993,5,204167,0,0,0,0,5,204167
202509,Sep 2025,City/Other,LaFayette,2,275329,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,LaFayette,2,275329,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,LaFayette,1,150000,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,LaFayette,1,225000,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,LaFayette,1,80000,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,LaFayette,1,100000,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,LaFayette,3,475823,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,LaFayette,3,465287,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,LaGrange,8,2331889,40,5884833,0,0,0,0,40,5884833
202412,Dec 2024,City/Other,LaGrange,8,2331889,47,6914679,0,0,0,0,47,6914679
202501,Jan 2025,City/Other,LaGrange,29,10829165,4,668467,4,668467,0,0,0,0
202502,Feb 2025,City/Other,LaGrange,20,5718039,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,LaGrange,28,8046158,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,LaGrange,32,8010932,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,LaGrange,8,2764819,6,1115922,6,1115922,0,0,0,0
202506,Jun 2025,City/Other,LaGrange,25,5883894,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,LaGrange,29,9977027,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,LaGrange,15,5274621,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,LaGrange,11,3255196,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,LaGrange,24,9692457,290,57600000,0,0,0,0,290,57600000
202511,Nov 2025,City/Other,LaGrange,43,12946039,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,LaGrange,29,9379213,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,LaGrange,18,7916366,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,LaGrange,36,10082644,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,LaGrange,18,6329545,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,LaGrange,24,8253775,4,297598,0,0,4,297598,0,0
202411,Nov 2024,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Lake City,1,300000,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Lake City,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Lake City,1,287500,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Lakeland,0,0,0,0,0,0,0,0,0,0
202411,Nov 2024,County,Lamar,8,1912449,0,0,0,0,0,0,0,0
202412,Dec 2024,County,Lamar,8,2390449,0,0,0,0,0,0,0,0
202501,Jan 2025,County,Lamar,18,3647449,0,0,0,0,0,0,0,0
202502,Feb 2025,County,Lamar,21,6061449,0,0,0,0,0,0,0,0
202503,Mar 2025,County,Lamar,12,2518899,0,0,0,0,0,0,0,0
202504,Apr 2025,County,Lamar,12,2895959,0,0,0,0,0,0,0,0
202505,May 2025,County,Lamar,11,2183938,0,0,0,0,0,0,0,0
202506,Jun 2025,County,Lamar,16,3461938,0,0,0,0,0,0,0,0
202507,Jul 2025,County,Lamar,11,828938,0,0,0,0,0,0,0,0
202508,Aug 2025,County,Lamar,13,11010959,0,0,0,0,0,0,0,0
202509,Sep 2025,County,Lamar,16,1341938,0,0,0,0,0,0,0,0
202510,Oct 2025,County,Lamar,7,1307553,0,0,0,0,0,0,0,0
202511,Nov 2025,County,Lamar,9,2160959,0,0,0,0,0,0,0,0
202512,Dec 2025,County,Lamar,19,2916959,0,0,0,0,0,0,0,0
202601,Jan 2026,County,Lamar,9,2155026,0,0,0,0,0,0,0,0
202602,Feb 2026,County,Lamar,8,2030026,0,0,0,0,0,0,0,0
202603,Mar 2026,County,Lamar,12,2864361,0,0,0,0,0,0,0,0
202604,Apr 2026,County,Lamar,12,3426714,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Lamar County Unincorporated Area,6,1717000,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Lamar County Unincorporated Area,6,2195000,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Lamar County Unincorporated Area,16,3452000,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Lamar County Unincorporated Area,19,5866000,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Lamar County Unincorporated Area,8,2128000,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Lamar County Unincorporated Area,9,2575000,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Lamar County Unincorporated Area,8,1890000,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Lamar County Unincorporated Area,12,3043000,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Lamar County Unincorporated Area,7,410000,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Lamar County Unincorporated Area,10,10690000,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Lamar County Unincorporated Area,13,1048000,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Lamar County Unincorporated Area,3,888615,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Lamar County Unincorporated Area,6,1840000,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Lamar County Unincorporated Area,17,2721000,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Lamar County Unincorporated Area,6,1834067,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Lamar County Unincorporated Area,6,1834067,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Lamar County Unincorporated Area,8,2445423,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Lamar County Unincorporated Area,12,3426714,0,0,0,0,0,0,0,0
202411,Nov 2024,County,Lanier,3,605000,0,0,0,0,0,0,0,0
202412,Dec 2024,County,Lanier,4,634745,0,0,0,0,0,0,0,0
202501,Jan 2025,County,Lanier,4,634745,0,0,0,0,0,0,0,0
202502,Feb 2025,County,Lanier,2,525000,0,0,0,0,0,0,0,0
202503,Mar 2025,County,Lanier,5,882021,0,0,0,0,0,0,0,0
202504,Apr 2025,County,Lanier,1,150000,0,0,0,0,0,0,0,0
202505,May 2025,County,Lanier,3,535000,0,0,0,0,0,0,0,0
202506,Jun 2025,County,Lanier,7,1516000,0,0,0,0,0,0,0,0
202507,Jul 2025,County,Lanier,3,480000,0,0,0,0,0,0,0,0
202508,Aug 2025,County,Lanier,4,884000,0,0,0,0,0,0,0,0
202509,Sep 2025,County,Lanier,2,500000,0,0,0,0,0,0,0,0
202510,Oct 2025,County,Lanier,2,330000,0,0,0,0,0,0,0,0
202511,Nov 2025,County,Lanier,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,County,Lanier,4,735000,0,0,0,0,0,0,0,0
202601,Jan 2026,County,Lanier,3,385000,0,0,0,0,0,0,0,0
202602,Feb 2026,County,Lanier,1,200000,0,0,0,0,0,0,0,0
202603,Mar 2026,County,Lanier,3,523068,0,0,0,0,0,0,0,0
202604,Apr 2026,County,Lanier,4,1451418,0,0,0,0,0,0,0,0
202411,Nov 2024,City/Other,Lanier County Unincorporated Area,3,605000,0,0,0,0,0,0,0,0
202412,Dec 2024,City/Other,Lanier County Unincorporated Area,4,634745,0,0,0,0,0,0,0,0
202501,Jan 2025,City/Other,Lanier County Unincorporated Area,4,634745,0,0,0,0,0,0,0,0
202502,Feb 2025,City/Other,Lanier County Unincorporated Area,2,525000,0,0,0,0,0,0,0,0
202503,Mar 2025,City/Other,Lanier County Unincorporated Area,5,882021,0,0,0,0,0,0,0,0
202504,Apr 2025,City/Other,Lanier County Unincorporated Area,1,150000,0,0,0,0,0,0,0,0
202505,May 2025,City/Other,Lanier County Unincorporated Area,3,535000,0,0,0,0,0,0,0,0
202506,Jun 2025,City/Other,Lanier County Unincorporated Area,7,1516000,0,0,0,0,0,0,0,0
202507,Jul 2025,City/Other,Lanier County Unincorporated Area,3,480000,0,0,0,0,0,0,0,0
202508,Aug 2025,City/Other,Lanier County Unincorporated Area,4,884000,0,0,0,0,0,0,0,0
202509,Sep 2025,City/Other,Lanier County Unincorporated Area,2,500000,0,0,0,0,0,0,0,0
202510,Oct 2025,City/Other,Lanier County Unincorporated Area,2,330000,0,0,0,0,0,0,0,0
202511,Nov 2025,City/Other,Lanier County Unincorporated Area,0,0,0,0,0,0,0,0,0,0
202512,Dec 2025,City/Other,Lanier County Unincorporated Area,4,735000,0,0,0,0,0,0,0,0
202601,Jan 2026,City/Other,Lanier County Unincorporated Area,3,385000,0,0,0,0,0,0,0,0
202602,Feb 2026,City/Other,Lanier County Unincorporated Area,1,200000,0,0,0,0,0,0,0,0
202603,Mar 2026,City/Other,Lanier County Unincorporated Area,3,523068,0,0,0,0,0,0,0,0
202604,Apr 2026,City/Other,Lanier County Unincorporated Area,4,1451418,0,0,0,0,0,0,0,0
202411,Nov 2024,County,Laurens,2,355808,0,0,0,0,0,0,0,0
202412,Dec 2024,County,Laurens,3,573308,0,0,0,0,0,0,0,0
202501,Jan 2025,County,Laurens,7,1473307,0,0,0,0,0,0,0,0
202502,Feb 2025,County,Laurens,2,355808,0,0,0,0,0,0,0,0
202503,Mar 2025,County,Laurens,2,355808,0,0,0,0,0,0,0,0
202504,Apr 2025,County,Laurens,3,591371,0,0,0,0,0,0,0,0
202505,May 2025,County,Laurens,2,373871,0,0,0,0,0,0,0,0
202506,Jun 2025,County,Laurens,1,257070,0,0,0,0,0,0,0,0
202507,Jul 2025,County,Laurens,3,591371,0,0,0,0,0,0,0,0
202508,Aug 2025,County,Laurens,3,591371,0,0,0,0,0,0,0,0
202509,Sep 2025,County,Laurens,3,591371,5,620668,0,0,0,0,5,620668
