Year,Level,Name,FIPS,SF_permits,SF_value,MF_permits,MF_value,2U_permits,2U_value,3-4U_permits,3-4U_value,5+U_permits,5+U_value
2025,City/Other,Lake City,13063381000,4,1150000,0,0,0,0,0,0,0,0
2024,City/Other,Lake Park,13185382000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Lakeland,13173383000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Lakeland,13173383000,6,1200000,0,0,0,0,0,0,0,0
2024,County,Lamar,13171,135,33328394,0,0,0,0,0,0,0,0
2025,County,Lamar,13171,136,38344025,0,0,0,0,0,0,0,0
2024,City/Other,Lamar County Unincorporated Area,13171384000,96,29345075,0,0,0,0,0,0,0,0
2025,City/Other,Lamar County Unincorporated Area,13171384000,128,36551615,0,0,0,0,0,0,0,0
2024,County,Lanier,13173,31,5405034,0,0,0,0,0,0,0,0
2025,County,Lanier,13173,39,7737021,0,0,0,0,0,0,0,0
2024,City/Other,Lanier County Unincorporated Area,13173385000,31,5405034,0,0,0,0,0,0,0,0
2025,City/Other,Lanier County Unincorporated Area,13173385000,33,6537021,0,0,0,0,0,0,0,0
2024,County,Laurens,13175,29,5573955,24,2979207,0,0,0,0,24,2979207
2025,County,Laurens,13175,38,7697433,64,8075150,0,0,0,0,64,8075150
2024,City/Other,Lavonia,13119387000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Lavonia,13119387000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Lawrenceville,13135388000,51,21060116,315,59834067,0,0,0,0,315,59834067
2025,City/Other,Lawrenceville,13135388000,41,14325032,656,128284417,0,0,0,0,656,128284417
2024,County,Lee,13177,130,15532010,3,166725,0,0,3,166725,0,0
2025,County,Lee,13177,92,11177494,2,250960,2,250960,0,0,0,0
2024,City/Other,Lee County,13177390000,130,15532010,3,166725,0,0,3,166725,0,0
2025,City/Other,Lee County,13177390000,92,11177494,2,250960,2,250960,0,0,0,0
2024,City/Other,Lenox,13075392000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Lenox,13075392000,0,0,0,0,0,0,0,0,0,0
2024,County,Liberty,13179,462,104827353,9,1093500,6,718500,3,375000,0,0
2025,County,Liberty,13179,348,98721329,7,1105000,4,730000,3,375000,0,0
2024,City/Other,Liberty County Unincorporated Area,13179395000,318,62109870,5,625000,2,250000,3,375000,0,0
2025,City/Other,Liberty County Unincorporated Area,13179395000,178,40694547,7,1105000,4,730000,3,375000,0,0
2024,City/Other,Lilburn,13135396000,60,22794629,0,0,0,0,0,0,0,0
2025,City/Other,Lilburn,13135396000,60,30663611,0,0,0,0,0,0,0,0
2024,County,Lincoln,13181,75,27141420,3,450000,0,0,3,450000,0,0
2025,County,Lincoln,13181,55,20416683,0,0,0,0,0,0,0,0
2024,City/Other,Lincoln County Unincorporated Area,13181398000,71,25666420,0,0,0,0,0,0,0,0
2025,City/Other,Lincoln County Unincorporated Area,13181398000,50,19042580,0,0,0,0,0,0,0,0
2024,City/Other,Lincolnton,13181399000,4,1475000,3,450000,0,0,3,450000,0,0
2025,City/Other,Lincolnton,13181399000,5,1374103,0,0,0,0,0,0,0,0
2024,City/Other,Lithonia,13089401000,4,1150353,0,0,0,0,0,0,0,0
2025,City/Other,Lithonia,13089401000,1,160000,0,0,0,0,0,0,0,0
2024,City/Other,Locust Grove,13151402000,215,127011780,0,0,0,0,0,0,0,0
2025,City/Other,Locust Grove,13151402000,222,136935959,0,0,0,0,0,0,0,0
2024,City/Other,Loganville,13297404000,53,8937300,20,3186100,0,0,3,425000,17,2761100
2025,City/Other,Loganville,13297404000,32,5355250,20,2821025,0,0,4,534058,16,2286967
2024,County,Long,13183,298,70843766,0,0,0,0,0,0,0,0
2025,County,Long,13183,275,65383805,0,0,0,0,0,0,0,0
2024,City/Other,Long County,13183406000,298,70843766,0,0,0,0,0,0,0,0
2025,City/Other,Long County,13183406000,275,65383805,0,0,0,0,0,0,0,0
2024,City/Other,Lookout Mountain,13295407000,3,1225936,0,0,0,0,0,0,0,0
2025,City/Other,Lookout Mountain,13295407000,2,1568000,0,0,0,0,0,0,0,0
2024,City/Other,Lovejoy,13063409000,206,28889645,31,6017990,0,0,4,460000,27,5557990
2025,City/Other,Lovejoy,13063409000,64,10064377,184,29155319,0,0,0,0,184,29155319
2024,County,Lowndes,13185,893,194936749,6,397584,6,397584,0,0,0,0
2025,County,Lowndes,13185,800,177391440,4,265056,4,265056,0,0,0,0
2024,City/Other,Lowndes County Unincorporated Area,13185410000,345,63261280,6,397584,6,397584,0,0,0,0
2025,City/Other,Lowndes County Unincorporated Area,13185410000,293,54500044,4,265056,4,265056,0,0,0,0
2024,City/Other,Lula,13139413000,1,200000,0,0,0,0,0,0,0,0
2025,City/Other,Lula,13139413000,2,300000,0,0,0,0,0,0,0,0
2024,County,Lumpkin,13187,277,97666088,0,0,0,0,0,0,0,0
2024,City/Other,Lumpkin,13259415000,0,0,0,0,0,0,0,0,0,0
2025,County,Lumpkin,13187,270,101674000,0,0,0,0,0,0,0,0
2025,City/Other,Lumpkin,13259415000,1,80000,0,0,0,0,0,0,0,0
2024,City/Other,Lumpkin County Unincorporated Area,13187416000,220,74708238,0,0,0,0,0,0,0,0
2025,City/Other,Lumpkin County Unincorporated Area,13187416000,205,76112000,0,0,0,0,0,0,0,0
2024,City/Other,Lyons,13279419000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Lyons,13279419000,0,0,0,0,0,0,0,0,0,0
2024,County,Macon,13193,13,2892917,0,0,0,0,0,0,0,0
2025,County,Macon,13193,14,3111963,0,0,0,0,0,0,0,0
2024,City/Other,Macon County Unincorporated Area,13193422000,13,2892917,0,0,0,0,0,0,0,0
2025,City/Other,Macon County Unincorporated Area,13193422000,14,3111963,0,0,0,0,0,0,0,0
2024,City/Other,Macon-Bibb County,13021423000,154,27055463,0,0,0,0,0,0,0,0
2025,City/Other,Macon-Bibb County,13021423000,143,25123164,0,0,0,0,0,0,0,0
2024,County,Madison,13195,177,50995542,12,1722192,0,0,0,0,12,1722192
2024,City/Other,Madison,13211424000,50,10038081,0,0,0,0,0,0,0,0
2025,County,Madison,13195,130,38220890,0,0,0,0,0,0,0,0
2025,City/Other,Madison,13211424000,5,1235000,0,0,0,0,0,0,0,0
2024,City/Other,Madison County Unincorporated Area,13195425000,164,47164482,0,0,0,0,0,0,0,0
2025,City/Other,Madison County Unincorporated Area,13195425000,128,37628857,0,0,0,0,0,0,0,0
2024,City/Other,Manchester,13199427000,6,580000,2,160000,2,160000,0,0,0,0
2025,City/Other,Manchester,13199427000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Marietta,13067430000,98,26030820,0,0,0,0,0,0,0,0
2025,City/Other,Marietta,13067430000,112,36712585,0,0,0,0,0,0,0,0
2024,County,Marion,13197,14,2777250,0,0,0,0,0,0,0,0
2025,County,Marion,13197,13,2578875,0,0,0,0,0,0,0,0
2024,City/Other,Marion County Unincorporated Area,13197431000,14,2777250,0,0,0,0,0,0,0,0
2025,City/Other,Marion County Unincorporated Area,13197431000,13,2578875,0,0,0,0,0,0,0,0
2024,City/Other,Marshallville,13193432000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Marshallville,13193432000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,McDonough,13151439000,184,52916247,0,0,0,0,0,0,0,0
2025,City/Other,McDonough,13151439000,52,15392868,0,0,0,0,0,0,0,0
2024,County,McDuffie,13189,64,14877000,0,0,0,0,0,0,0,0
2025,County,McDuffie,13189,86,20984238,0,0,0,0,0,0,0,0
2024,City/Other,McDuffie County Unincorporated Area,13189440000,64,14877000,0,0,0,0,0,0,0,0
2025,City/Other,McDuffie County Unincorporated Area,13189440000,86,20984238,0,0,0,0,0,0,0,0
2024,County,McIntosh,13191,125,28287039,0,0,0,0,0,0,0,0
2025,County,McIntosh,13191,106,28892271,0,0,0,0,0,0,0,0
2024,City/Other,McIntosh County Unincorporated Area,13191441000,89,21087039,0,0,0,0,0,0,0,0
2025,City/Other,McIntosh County Unincorporated Area,13191441000,90,25822271,0,0,0,0,0,0,0,0
2024,City/Other,McRae-Helena,13271443000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,McRae-Helena,13271443000,0,0,0,0,0,0,0,0,0,0
2024,County,Meriwether,13199,136,37156826,2,160000,2,160000,0,0,0,0
2025,County,Meriwether,13199,117,31635596,0,0,0,0,0,0,0,0
2024,City/Other,Meriwether County Unincorporated Area,13199448000,130,36576826,0,0,0,0,0,0,0,0
2025,City/Other,Meriwether County Unincorporated Area,13199448000,117,31635596,0,0,0,0,0,0,0,0
2024,City/Other,Metter,13043449000,9,1952000,0,0,0,0,0,0,0,0
2025,City/Other,Metter,13043449000,7,1123820,0,0,0,0,0,0,0,0
2024,City/Other,Milledgeville,13009454000,3,322253,2,70000,2,70000,0,0,0,0
2025,City/Other,Milledgeville,13009454000,9,2665845,0,0,0,0,0,0,0,0
2024,City/Other,Millen,13165455000,9,550000,0,0,0,0,0,0,0,0
2025,City/Other,Millen,13165455000,3,888615,10,1416708,0,0,0,0,10,1416708
2024,County,Miller,13201,3,1008000,0,0,0,0,0,0,0,0
2025,County,Miller,13201,28,1906745,0,0,0,0,0,0,0,0
2024,City/Other,Miller County,13201456000,3,1008000,0,0,0,0,0,0,0,0
2025,City/Other,Miller County,13201456000,28,1906745,0,0,0,0,0,0,0,0
2024,City/Other,Milner,13171457000,6,750000,0,0,0,0,0,0,0,0
2025,City/Other,Milner,13171457000,6,1200000,0,0,0,0,0,0,0,0
2024,City/Other,Milton,13121457300,117,33597899,0,0,0,0,0,0,0,0
2025,City/Other,Milton,13121457300,143,42035394,0,0,0,0,0,0,0,0
2024,County,Mitchell,13205,20,4343601,0,0,0,0,0,0,0,0
2025,County,Mitchell,13205,18,5599608,0,0,0,0,0,0,0,0
2024,City/Other,Mitchell County Unincorporated Area,13205459000,20,4343601,0,0,0,0,0,0,0,0
2025,City/Other,Mitchell County Unincorporated Area,13205459000,18,5599608,0,0,0,0,0,0,0,0
2024,County,Monroe,13207,281,86521998,0,0,0,0,0,0,0,0
2024,City/Other,Monroe,13297462000,24,8036843,0,0,0,0,0,0,0,0
2025,County,Monroe,13207,258,79171276,0,0,0,0,0,0,0,0
2025,City/Other,Monroe,13297462000,78,29424963,0,0,0,0,0,0,0,0
2024,City/Other,Monroe County,13207463000,281,86521998,0,0,0,0,0,0,0,0
2025,City/Other,Monroe County,13207463000,258,79171276,0,0,0,0,0,0,0,0
2024,City/Other,Montezuma,13193464000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Montezuma,13193464000,0,0,0,0,0,0,0,0,0,0
2024,County,Montgomery,13209,21,2919630,0,0,0,0,0,0,0,0
2025,County,Montgomery,13209,18,5235485,0,0,0,0,0,0,0,0
2024,City/Other,Montgomery County Unincorporated Area,13209465000,21,2919630,0,0,0,0,0,0,0,0
2025,City/Other,Montgomery County Unincorporated Area,13209465000,17,5035485,0,0,0,0,0,0,0,0
2024,City/Other,Moreland,13077468000,2,833544,0,0,0,0,0,0,0,0
2025,City/Other,Moreland,13077468000,2,833544,0,0,0,0,0,0,0,0
2024,County,Morgan,13211,164,69013059,0,0,0,0,0,0,0,0
2025,County,Morgan,13211,147,63189420,0,0,0,0,0,0,0,0
2024,City/Other,Morgan County Unincorporated Area,13211470000,114,58974978,0,0,0,0,0,0,0,0
2025,City/Other,Morgan County Unincorporated Area,13211470000,142,61954420,0,0,0,0,0,0,0,0
2024,City/Other,Morrow,13063472000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Morrow,13063472000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Moultrie,13071474000,18,3968160,34,3483399,34,3483399,0,0,0,0
2025,City/Other,Moultrie,13071474000,33,9699013,30,3483750,30,3483750,0,0,0,0
2024,City/Other,Mount Airy,13137475000,5,1450000,0,0,0,0,0,0,0,0
2025,City/Other,Mount Airy,13137475000,6,1800000,0,0,0,0,0,0,0,0
2024,City/Other,Mount Zion,13045477000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Mountain City,13241478000,6,1100000,4,250000,0,0,4,250000,0,0
2025,City/Other,Mountain City,13241478000,3,95000,6,485000,2,100000,4,385000,0,0
2024,City/Other,Mountain Park,13121480000,2,1290000,0,0,0,0,0,0,0,0
2025,City/Other,Mountain Park,13121480000,3,900000,0,0,0,0,0,0,0,0
2025,City/Other,Mulberry,13135480400,0,0,0,0,0,0,0,0,0,0
2024,County,Murray,13213,107,27832234,34,4932722,0,0,24,3555250,10,1377472
2025,County,Murray,13213,120,32495737,21,3104759,0,0,16,2387179,5,717580
2024,City/Other,Murray County Unincorporated Area,13213480500,89,22655644,17,2463036,0,0,12,1803144,5,659892
2025,City/Other,Murray County Unincorporated Area,13213480500,101,27031559,12,1803144,0,0,12,1803144,0,0
2024,County,Muscogee,13215,261,83333042,30,3090180,0,0,0,0,30,3090180
2025,County,Muscogee,13215,230,71934582,30,3090180,0,0,0,0,30,3090180
2024,City/Other,Nahunta,13025482000,5,1513203,12,1498920,12,1498920,0,0,0,0
2025,City/Other,Nahunta,13025482000,3,486000,32,700000,32,700000,0,0,0,0
2024,City/Other,Nashville,13019483000,3,1688040,44,5423484,0,0,0,0,44,5423484
2025,City/Other,Nashville,13019483000,3,1688040,35,4314135,0,0,0,0,35,4314135
2024,City/Other,Nelson,13227486000,2,800000,0,0,0,0,0,0,0,0
2025,City/Other,Nelson,13227486000,5,2700000,0,0,0,0,0,0,0,0
2024,City/Other,Newnan,13077489000,153,50229981,12,4262796,0,0,4,1483788,8,2779008
2025,City/Other,Newnan,13077489000,141,52498016,0,0,0,0,0,0,0,0
2024,County,Newton,13217,688,206651159,776,100490287,18,4605826,56,14761748,702,81122713
2024,City/Other,Newton,13007490000,0,0,0,0,0,0,0,0,0,0
2025,County,Newton,13217,600,179804499,5,885000,0,0,0,0,5,885000
2025,City/Other,Newton,13007490000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Newton County Unincorporated Area,13217491000,373,79181121,44,7788000,0,0,8,1416000,36,6372000
2025,City/Other,Newton County Unincorporated Area,13217491000,299,85085032,5,885000,0,0,0,0,5,885000
2024,City/Other,Nicholson,13157493000,2,930985,0,0,0,0,0,0,0,0
2025,City/Other,Nicholson,13157493000,1,20000,0,0,0,0,0,0,0,0
2024,City/Other,Norcross,13135494000,6,3043018,70,11487559,0,0,0,0,70,11487559
2025,City/Other,Norcross,13135494000,3,1376000,0,0,0,0,0,0,0,0
2024,City/Other,North High Shoals,13219496000,5,1437942,0,0,0,0,0,0,0,0
2025,City/Other,North High Shoals,13219496000,5,1437942,0,0,0,0,0,0,0,0
2024,City/Other,Oakwood,13139500000,50,18369960,206,32247700,0,0,42,7079887,164,25167813
2025,City/Other,Oakwood,13139500000,139,33687966,81,12702359,0,0,18,3034236,63,9668123
2024,County,Oconee,13219,334,173595670,0,0,0,0,0,0,0,0
2025,County,Oconee,13219,320,147929242,0,0,0,0,0,0,0,0
2024,City/Other,Oconee County Unincorporated Area,13219503000,210,117146467,0,0,0,0,0,0,0,0
2025,City/Other,Oconee County Unincorporated Area,13219503000,206,96091937,0,0,0,0,0,0,0,0
2024,County,Oglethorpe,13221,140,27465651,0,0,0,0,0,0,0,0
2025,County,Oglethorpe,13221,80,22782833,0,0,0,0,0,0,0,0
2024,City/Other,Oglethorpe County,13221507000,140,27465651,0,0,0,0,0,0,0,0
2025,City/Other,Oglethorpe County,13221507000,80,22782833,0,0,0,0,0,0,0,0
2024,City/Other,Oxford,13217513000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Oxford,13217513000,1,420000,0,0,0,0,0,0,0,0
2024,City/Other,Palmetto,13121515000,59,8655273,0,0,0,0,0,0,0,0
2025,City/Other,Palmetto,13121515000,43,7037637,0,0,0,0,0,0,0,0
2024,City/Other,Parrott,13273516000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Parrott,13273516000,0,0,0,0,0,0,0,0,0,0
2024,County,Paulding,13223,1458,180393943,0,0,0,0,0,0,0,0
2025,County,Paulding,13223,1290,180087713,36,2540538,0,0,36,2540538,0,0
2024,City/Other,Paulding County Unincorporated Area,13223518000,1323,132969492,0,0,0,0,0,0,0,0
2025,City/Other,Paulding County Unincorporated Area,13223518000,1125,123172207,36,2540538,0,0,36,2540538,0,0
2024,County,Peach,13225,149,26218113,0,0,0,0,0,0,0,0
2025,County,Peach,13225,139,24525966,0,0,0,0,0,0,0,0
2024,City/Other,Peach County Unincorporated Area,13225522000,53,9805342,0,0,0,0,0,0,0,0
2025,City/Other,Peach County Unincorporated Area,13225522000,49,9065314,0,0,0,0,0,0,0,0
2024,City/Other,Peachtree City,13113523000,163,66808598,0,0,0,0,0,0,0,0
2025,City/Other,Peachtree City,13113523000,85,35372352,0,0,0,0,0,0,0,0
2024,City/Other,Peachtree Corners,13135523500,10,5302037,0,0,0,0,0,0,0,0
2025,City/Other,Peachtree Corners,13135523500,51,16051484,0,0,0,0,0,0,0,0
2024,City/Other,Pelham,13205525000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Pelham,13205525000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Pembroke,13029526000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Pembroke,13029526000,13,3226446,0,0,0,0,0,0,0,0
2024,City/Other,Pendergrass,13157527000,13,2123329,0,0,0,0,0,0,0,0
2025,City/Other,Pendergrass,13157527000,55,16280918,0,0,0,0,0,0,0,0
2024,City/Other,Perry,13153528000,349,69415146,44,5591872,44,5591872,0,0,0,0
2025,City/Other,Perry,13153528000,453,77029274,86,7078576,2,393296,0,0,84,6685280
2024,County,Pickens,13227,255,100385969,4,800000,4,800000,0,0,0,0
2025,County,Pickens,13227,259,115815428,18,1600000,2,400000,16,1200000,0,0
2024,City/Other,Pickens County Unincorporated Area,13227530000,198,86782780,4,800000,4,800000,0,0,0,0
2025,City/Other,Pickens County Unincorporated Area,13227530000,169,78712428,18,1600000,2,400000,16,1200000,0,0
2024,County,Pierce,13229,80,16628000,8,600000,8,600000,0,0,0,0
2025,County,Pierce,13229,68,17229352,0,0,0,0,0,0,0,0
2024,City/Other,Pierce County Unincorporated Area,13229531000,80,16628000,8,600000,8,600000,0,0,0,0
2025,City/Other,Pierce County Unincorporated Area,13229531000,68,17229352,0,0,0,0,0,0,0,0
2024,County,Pike,13231,91,26114363,0,0,0,0,0,0,0,0
2025,County,Pike,13231,106,31183916,0,0,0,0,0,0,0,0
2024,City/Other,Pike County,13231532000,91,26114363,0,0,0,0,0,0,0,0
2025,City/Other,Pike County,13231532000,106,31183916,0,0,0,0,0,0,0,0
2024,City/Other,Pine Lake,13089533000,1,287588,0,0,0,0,0,0,0,0
2025,City/Other,Pine Lake,13089533000,1,250000,0,0,0,0,0,0,0,0
2024,County,Polk,13233,130,36660598,17,2000000,0,0,0,0,17,2000000
2025,County,Polk,13233,121,35349785,96,17500000,0,0,0,0,96,17500000
2024,City/Other,Polk County Unincorporated Area,13233540000,120,34510598,0,0,0,0,0,0,0,0
2025,City/Other,Polk County Unincorporated Area,13233540000,92,27233535,0,0,0,0,0,0,0,0
2024,City/Other,Pooler,13051541000,446,96287036,378,40174512,0,0,0,0,378,40174512
2025,City/Other,Pooler,13051541000,726,169110758,497,64723269,0,0,16,4840896,481,59882373
2024,City/Other,Port Wentworth,13051542000,602,88209768,595,57579429,0,0,0,0,595,57579429
2025,City/Other,Port Wentworth,13051542000,770,115627023,792,85287291,0,0,0,0,792,85287291
2024,City/Other,Porterdale,13217544000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Porterdale,13217544000,45,512000,0,0,0,0,0,0,0,0
2024,City/Other,Poulan,13321545000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Poulan,13321545000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Powder Springs,13067546000,184,32497685,304,51615194,2,545400,7,1569428,295,49500366
2025,City/Other,Powder Springs,13067546000,160,30742883,193,32212848,0,0,6,1177156,187,31035692
2024,County,Pulaski,13235,34,10176330,8,878611,4,499640,4,378971,0,0
2025,County,Pulaski,13235,68,20322136,0,0,0,0,0,0,0,0
2024,City/Other,Pulaski County,13235548000,34,10176330,8,878611,4,499640,4,378971,0,0
2025,City/Other,Pulaski County,13235548000,68,20322136,0,0,0,0,0,0,0,0
2024,County,Putnam,13237,77,30388173,50,9566437,0,0,0,0,50,9566437
2025,County,Putnam,13237,98,36151038,0,0,0,0,0,0,0,0
2024,City/Other,Putnam County,13237550000,77,30388173,50,9566437,0,0,0,0,50,9566437
2025,City/Other,Putnam County,13237550000,98,36151038,0,0,0,0,0,0,0,0
2024,County,Quitman,13239,19,2419500,0,0,0,0,0,0,0,0
2025,County,Quitman,13239,24,2551514,0,0,0,0,0,0,0,0
2024,City/Other,Quitman County,13239552000,19,2419500,0,0,0,0,0,0,0,0
2025,City/Other,Quitman County,13239552000,24,2551514,0,0,0,0,0,0,0,0
2024,County,Rabun,13241,142,82214152,4,250000,0,0,4,250000,0,0
2025,County,Rabun,13241,122,103581962,6,485000,2,100000,4,385000,0,0
2024,City/Other,Rabun County Unincorporated Area,13241553000,121,77199110,0,0,0,0,0,0,0,0
2025,City/Other,Rabun County Unincorporated Area,13241553000,111,99405937,0,0,0,0,0,0,0,0
2024,County,Randolph,13243,7,1108331,0,0,0,0,0,0,0,0
2025,County,Randolph,13243,9,1194331,0,0,0,0,0,0,0,0
2024,City/Other,Randolph County Unincorporated Area,13243554000,7,1108331,0,0,0,0,0,0,0,0
2025,City/Other,Randolph County Unincorporated Area,13243554000,7,1108331,0,0,0,0,0,0,0,0
2024,City/Other,Ray City,13019556000,43,20512820,0,0,0,0,0,0,0,0
2025,City/Other,Ray City,13019556000,34,15299838,0,0,0,0,0,0,0,0
2024,City/Other,Reidsville,13267560000,6,1815844,0,0,0,0,0,0,0,0
2025,City/Other,Reidsville,13267560000,4,600000,0,0,0,0,0,0,0,0
2024,City/Other,Remerton,13185561000,3,907922,0,0,0,0,0,0,0,0
2025,City/Other,Remerton,13185561000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Rest Haven,13135564000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Rest Haven,13135564000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Reynolds,13269566000,1,50000,0,0,0,0,0,0,0,0
2025,City/Other,Reynolds,13269566000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Richland,13259569000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Richland,13259569000,0,0,0,0,0,0,0,0,0,0
2024,County,Richmond,13245,558,108260002,0,0,0,0,0,0,0,0
2025,County,Richmond,13245,534,95888534,0,0,0,0,0,0,0,0
2024,City/Other,Richmond Hill,13029571000,133,53106065,68,12048994,0,0,0,0,68,12048994
2025,City/Other,Richmond Hill,13029571000,172,59871145,385,69898179,22,2457914,28,4577682,335,62862583
2024,City/Other,Rincon,13103573000,74,17648467,0,0,0,0,0,0,0,0
2025,City/Other,Rincon,13103573000,52,15600477,0,0,0,0,0,0,0,0
2024,City/Other,Riverdale,13063575000,0,0,70,16836000,0,0,0,0,70,16836000
2025,City/Other,Riverdale,13063575000,0,0,70,16836000,0,0,0,0,70,16836000
2024,County,Rockdale,13247,483,153843509,0,0,0,0,0,0,0,0
2025,County,Rockdale,13247,339,105163975,0,0,0,0,0,0,0,0
2024,City/Other,Rockdale County Unincorporated Area,13247579000,304,87339466,0,0,0,0,0,0,0,0
2025,City/Other,Rockdale County Unincorporated Area,13247579000,176,51997795,0,0,0,0,0,0,0,0
2024,City/Other,Rockmart,13233580000,3,750000,0,0,0,0,0,0,0,0
2025,City/Other,Rockmart,13233580000,17,5366250,0,0,0,0,0,0,0,0
2024,City/Other,Rossville,13295584000,2,466000,0,0,0,0,0,0,0,0
2025,City/Other,Rossville,13295584000,2,466000,0,0,0,0,0,0,0,0
2024,City/Other,Roswell,13121585000,165,77031787,2,728640,2,728640,0,0,0,0
2025,City/Other,Roswell,13121585000,47,39359625,0,0,0,0,0,0,0,0
2024,City/Other,Royston,13119586000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Royston,13119586000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Sandersville,13303592000,2,260000,0,0,0,0,0,0,0,0
2025,City/Other,Sandersville,13303592000,2,260000,0,0,0,0,0,0,0,0
2024,City/Other,Sandy Springs,13121592700,62,17630396,286,41045576,0,0,0,0,286,41045576
2025,City/Other,Sandy Springs,13121592700,71,20919993,1116,121389604,0,0,0,0,1116,121389604
2024,City/Other,Sasser,13273595000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Sasser,13273595000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Savannah,13051596000,565,145443836,14,1327062,14,1327062,0,0,0,0
2025,City/Other,Savannah,13051596000,534,138011536,16,1689284,16,1689284,0,0,0,0
2024,County,Schley,13249,18,3830364,0,0,0,0,0,0,0,0
2025,County,Schley,13249,18,3830364,0,0,0,0,0,0,0,0
2024,City/Other,Schley County Unincorporated Area,13249597000,18,3830364,0,0,0,0,0,0,0,0
2025,City/Other,Schley County Unincorporated Area,13249597000,18,3830364,0,0,0,0,0,0,0,0
2024,County,Screven,13251,23,3596886,0,0,0,0,0,0,0,0
2025,County,Screven,13251,19,2985396,0,0,0,0,0,0,0,0
2024,City/Other,Screven County,13251601000,23,3596886,0,0,0,0,0,0,0,0
2025,City/Other,Screven County,13251601000,19,2985396,0,0,0,0,0,0,0,0
2024,County,Seminole,13253,4,312000,10,700000,0,0,0,0,10,700000
2025,County,Seminole,13253,33,5456200,0,0,0,0,0,0,0,0
2024,City/Other,Seminole County Unincorporated Area,13253602000,4,312000,0,0,0,0,0,0,0,0
2025,City/Other,Seminole County Unincorporated Area,13253602000,11,2465000,0,0,0,0,0,0,0,0
2024,City/Other,Senoia,13077603000,71,28330885,0,0,0,0,0,0,0,0
2025,City/Other,Senoia,13077603000,79,35659960,0,0,0,0,0,0,0,0
2024,City/Other,Shady Dale,13159604000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Shady Dale,13159604000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Sharpsburg,13077606000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Sharpsburg,13077606000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Siloam,13133609000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Siloam,13133609000,0,0,0,0,0,0,0,0,0,0
2024,City/Other,Sky Valley,13241610000,2,605281,0,0,0,0,0,0,0,0
2025,City/Other,Sky Valley,13241610000,3,2600000,0,0,0,0,0,0,0,0
2024,City/Other,Smyrna,13067613000,99,28673137,0,0,0,0,0,0,0,0
2025,City/Other,Smyrna,13067613000,108,34624552,0,0,0,0,0,0,0,0
2024,City/Other,Snellville,13135614000,42,10684845,18,5400000,6,1500000,12,3900000,0,0
2025,City/Other,Snellville,13135614000,68,21871700,14,3900000,6,1300000,8,2600000,0,0
2024,City/Other,Social Circle,13297616000,18,4655481,0,0,0,0,0,0,0,0
2025,City/Other,Social Circle,13297616000,43,13889550,0,0,0,0,0,0,0,0
2024,City/Other,Soperton,13283617000,0,0,0,0,0,0,0,0,0,0
2025,City/Other,Soperton,13283617000,0,0,4,200000,0,0,4,200000,0,0
2024,City/Other,South Fulton,13121617800,783,224719778,0,0,0,0,0,0,0,0
2025,City/Other,South Fulton,13121617800,540,158466758,0,0,0,0,0,0,0,0
2024,County,Spalding,13255,342,80186904,0,0,0,0,0,0,0,0
2025,County,Spalding,13255,317,71709878,0,0,0,0,0,0,0,0
2024,City/Other,Spalding County Unincorporated Area,13255618000,320,73324690,0,0,0,0,0,0,0,0
2025,City/Other,Spalding County Unincorporated Area,13255618000,295,67538040,0,0,0,0,0,0,0,0
